date,product_name,category,unit_price,quantity,total,region,customer_id
2025-01-01,Book Bundle,Books,19.99,2,39.98,North America,C36428
2025-01-01,Book Bundle,Books,19.99,1,19.99,North America,C70290
2025-01-01,Sport Gear,Sports,59.99,2,119.98,Europe,C73372
2025-01-01,Gadget X,Electronics,49.99,2,99.98,Oceania,C72898
2025-01-01,Home Set,Home & Garden,89.99,1,89.99,North America,C50132
2025-01-01,Home Set,Home & Garden,89.99,1,89.99,Oceania,C15940
2025-01-01,Beauty Kit,Beauty,34.99,3,104.97,Europe,C81760
2025-01-01,Sport Gear,Sports,59.99,3,179.97,Oceania,C29427
2025-01-01,Sport Gear,Sports,59.99,2,119.98,North America,C61602
2025-01-01,Gadget X,Electronics,49.99,4,199.96,LATAM,C54140
2025-01-01,Beauty Kit,Beauty,34.99,1,34.99,North America,C22264
2025-01-01,Home Set,Home & Garden,89.99,1,89.99,North America,C90305
2025-01-01,Widget Pro,Electronics,29.99,3,89.97,LATAM,C41365
2025-01-01,Widget Pro,Electronics,29.99,1,29.99,North America,C37487
2025-01-01,Gadget X,Electronics,49.99,2,99.98,LATAM,C98934
2025-01-01,Beauty Kit,Beauty,34.99,3,104.97,LATAM,C80380
2025-01-01,Home Set,Home & Garden,89.99,1,89.99,Oceania,C51328
2025-01-01,Gadget X,Electronics,49.99,4,199.96,LATAM,C18826
2025-01-01,Book Bundle,Books,19.99,2,39.98,LATAM,C92986
2025-01-01,Widget Pro,Electronics,29.99,1,29.99,Asia,C99154
2025-01-01,Beauty Kit,Beauty,34.99,4,139.96,Oceania,C25914
2025-01-01,Beauty Kit,Beauty,34.99,1,34.99,Asia,C30253
2025-01-01,Gadget X,Electronics,49.99,1,49.99,Oceania,C21105
2025-01-01,Home Set,Home & Garden,89.99,1,89.99,North America,C19466
2025-01-01,Book Bundle,Books,19.99,2,39.98,North America,C67947
2025-01-01,Gadget X,Electronics,49.99,1,49.99,Oceania,C58679
2025-01-02,Sport Gear,Sports,59.99,3,179.97,Europe,C42899
2025-01-02,Widget Pro,Electronics,29.99,2,59.98,Oceania,C80648
2025-01-02,Widget Pro,Electronics,29.99,2,59.98,Asia,C48314
2025-01-02,Sport Gear,Sports,59.99,1,59.99,North America,C53026
2025-01-02,Widget Pro,Electronics,29.99,3,89.97,Oceania,C32855
2025-01-02,Book Bundle,Books,19.99,1,19.99,Asia,C64983
2025-01-02,Beauty Kit,Beauty,34.99,1,34.99,Europe,C86304
2025-01-02,Gadget X,Electronics,49.99,1,49.99,Europe,C86697
2025-01-02,Home Set,Home & Garden,89.99,1,89.99,Europe,C63146
2025-01-02,Gadget X,Electronics,49.99,1,49.99,Asia,C46754
2025-01-02,Sport Gear,Sports,59.99,2,119.98,Asia,C93582
2025-01-02,Widget Pro,Electronics,29.99,1,29.99,Asia,C27520
2025-01-02,Sport Gear,Sports,59.99,1,59.99,Oceania,C14382
2025-01-02,Gadget X,Electronics,49.99,2,99.98,Asia,C17531
2025-01-02,Book Bundle,Books,19.99,1,19.99,Europe,C90769
2025-01-03,Book Bundle,Books,19.99,1,19.99,Oceania,C17115
2025-01-03,Beauty Kit,Beauty,34.99,2,69.98,North America,C98789
2025-01-03,Home Set,Home & Garden,89.99,3,269.97,Europe,C53019
2025-01-03,Sport Gear,Sports,59.99,2,119.98,LATAM,C37985
2025-01-03,Sport Gear,Sports,59.99,4,239.96,Europe,C29926
2025-01-03,Gadget X,Electronics,49.99,2,99.98,Europe,C18425
2025-01-03,Widget Pro,Electronics,29.99,2,59.98,Europe,C74618
2025-01-03,Gadget X,Electronics,49.99,3,149.97,Asia,C85710
2025-01-03,Book Bundle,Books,19.99,2,39.98,Oceania,C34260
2025-01-03,Beauty Kit,Beauty,34.99,4,139.96,Europe,C81425
2025-01-03,Widget Pro,Electronics,29.99,1,29.99,North America,C87237
2025-01-03,Sport Gear,Sports,59.99,1,59.99,North America,C91724
2025-01-03,Book Bundle,Books,19.99,1,19.99,Oceania,C36877
2025-01-03,Home Set,Home & Garden,89.99,3,269.97,Europe,C98249
2025-01-03,Widget Pro,Electronics,29.99,2,59.98,Oceania,C91824
2025-01-04,Book Bundle,Books,19.99,4,79.96,LATAM,C17147
2025-01-04,Beauty Kit,Beauty,34.99,1,34.99,Asia,C99426
2025-01-04,Home Set,Home & Garden,89.99,5,449.95,Oceania,C44160
2025-01-04,Sport Gear,Sports,59.99,1,59.99,Europe,C92194
2025-01-04,Home Set,Home & Garden,89.99,2,179.98,Asia,C14929
2025-01-04,Widget Pro,Electronics,29.99,2,59.98,North America,C94142
2025-01-04,Gadget X,Electronics,49.99,2,99.98,Oceania,C95224
2025-01-04,Beauty Kit,Beauty,34.99,2,69.98,LATAM,C20630
2025-01-04,Widget Pro,Electronics,29.99,3,89.97,Asia,C88974
2025-01-04,Sport Gear,Sports,59.99,4,239.96,Oceania,C81659
2025-01-04,Sport Gear,Sports,59.99,1,59.99,LATAM,C75241
2025-01-04,Home Set,Home & Garden,89.99,1,89.99,LATAM,C27447
2025-01-04,Beauty Kit,Beauty,34.99,2,69.98,Europe,C78114
2025-01-04,Beauty Kit,Beauty,34.99,1,34.99,North America,C67454
2025-01-04,Book Bundle,Books,19.99,4,79.96,LATAM,C74790
2025-01-04,Gadget X,Electronics,49.99,2,99.98,Oceania,C94730
2025-01-04,Sport Gear,Sports,59.99,1,59.99,LATAM,C19981
2025-01-04,Widget Pro,Electronics,29.99,1,29.99,Oceania,C84955
2025-01-05,Home Set,Home & Garden,89.99,2,179.98,Oceania,C30675
2025-01-05,Widget Pro,Electronics,29.99,2,59.98,Oceania,C62059
2025-01-05,Widget Pro,Electronics,29.99,2,59.98,Oceania,C75426
2025-01-05,Book Bundle,Books,19.99,4,79.96,Oceania,C57322
2025-01-05,Widget Pro,Electronics,29.99,4,119.96,LATAM,C41623
2025-01-05,Widget Pro,Electronics,29.99,1,29.99,LATAM,C10874
2025-01-05,Book Bundle,Books,19.99,4,79.96,Europe,C66783
2025-01-05,Gadget X,Electronics,49.99,1,49.99,North America,C13727
2025-01-05,Book Bundle,Books,19.99,1,19.99,Europe,C89753
2025-01-05,Sport Gear,Sports,59.99,2,119.98,Oceania,C42725
2025-01-05,Sport Gear,Sports,59.99,1,59.99,Asia,C87721
2025-01-05,Sport Gear,Sports,59.99,2,119.98,Europe,C37650
2025-01-05,Widget Pro,Electronics,29.99,1,29.99,Europe,C39405
2025-01-05,Beauty Kit,Beauty,34.99,1,34.99,Oceania,C43029
2025-01-05,Sport Gear,Sports,59.99,3,179.97,Asia,C59506
2025-01-05,Beauty Kit,Beauty,34.99,5,174.95,North America,C61304
2025-01-06,Gadget X,Electronics,49.99,1,49.99,LATAM,C38127
2025-01-06,Book Bundle,Books,19.99,1,19.99,Oceania,C50513
2025-01-06,Sport Gear,Sports,59.99,3,179.97,Oceania,C80277
