date,product_name,category,unit_price,quantity,total,region,customer_id
2025-01-01,Book Bundle,Books,19.99,3,59.97,Europe,C26889
2025-01-01,Gadget X,Electronics,49.99,2,99.98,Oceania,C87893
2025-01-01,Sport Gear,Sports,59.99,2,119.98,Asia,C32449
2025-01-01,Gadget X,Electronics,49.99,1,49.99,Oceania,C93898
2025-01-01,Gadget X,Electronics,49.99,1,49.99,Europe,C94542
2025-01-01,Gadget X,Electronics,49.99,3,149.97,Oceania,C70212
2025-01-01,Sport Gear,Sports,59.99,2,119.98,Oceania,C56612
2025-01-01,Gadget X,Electronics,49.99,4,199.96,Oceania,C15553
2025-01-01,Book Bundle,Books,19.99,2,39.98,Europe,C26174
2025-01-01,Sport Gear,Sports,59.99,2,119.98,Asia,C90861
2025-01-01,Sport Gear,Sports,59.99,1,59.99,LATAM,C88297
2025-01-01,Beauty Kit,Beauty,34.99,3,104.97,LATAM,C96831
2025-01-01,Beauty Kit,Beauty,34.99,1,34.99,Europe,C83054
2025-01-01,Beauty Kit,Beauty,34.99,2,69.98,Oceania,C52058
2025-01-01,Gadget X,Electronics,49.99,1,49.99,North America,C29252
2025-01-01,Home Set,Home & Garden,89.99,1,89.99,North America,C31389
2025-01-01,Beauty Kit,Beauty,34.99,4,139.96,LATAM,C80436
2025-01-02,Sport Gear,Sports,59.99,1,59.99,LATAM,C93266
2025-01-02,Gadget X,Electronics,49.99,1,49.99,Europe,C17964
2025-01-02,Book Bundle,Books,19.99,2,39.98,Europe,C79324
2025-01-02,Widget Pro,Electronics,29.99,3,89.97,Asia,C54719
2025-01-02,Sport Gear,Sports,59.99,2,119.98,LATAM,C63203
2025-01-02,Gadget X,Electronics,49.99,4,199.96,LATAM,C81031
2025-01-02,Sport Gear,Sports,59.99,3,179.97,Asia,C95224
2025-01-02,Book Bundle,Books,19.99,1,19.99,Europe,C89358
2025-01-02,Book Bundle,Books,19.99,3,59.97,Oceania,C29650
2025-01-02,Book Bundle,Books,19.99,5,99.95,Oceania,C14914
2025-01-02,Widget Pro,Electronics,29.99,1,29.99,Europe,C77580
2025-01-02,Book Bundle,Books,19.99,3,59.97,Europe,C49656
2025-01-02,Beauty Kit,Beauty,34.99,4,139.96,North America,C88107
2025-01-02,Sport Gear,Sports,59.99,2,119.98,Europe,C66599
2025-01-02,Widget Pro,Electronics,29.99,1,29.99,Europe,C63504
2025-01-02,Book Bundle,Books,19.99,2,39.98,Oceania,C82942
2025-01-03,Widget Pro,Electronics,29.99,3,89.97,Europe,C75457
2025-01-03,Home Set,Home & Garden,89.99,1,89.99,Oceania,C87272
2025-01-03,Home Set,Home & Garden,89.99,1,89.99,Asia,C94561
2025-01-03,Home Set,Home & Garden,89.99,2,179.98,Oceania,C56149
2025-01-03,Widget Pro,Electronics,29.99,2,59.98,Europe,C35713
2025-01-03,Home Set,Home & Garden,89.99,2,179.98,Europe,C82169
2025-01-03,Gadget X,Electronics,49.99,2,99.98,Europe,C31362
2025-01-03,Widget Pro,Electronics,29.99,1,29.99,Oceania,C78970
2025-01-03,Widget Pro,Electronics,29.99,1,29.99,Europe,C68979
2025-01-03,Widget Pro,Electronics,29.99,1,29.99,LATAM,C53043
2025-01-03,Beauty Kit,Beauty,34.99,1,34.99,North America,C86572
2025-01-03,Book Bundle,Books,19.99,1,19.99,Europe,C60033
2025-01-03,Home Set,Home & Garden,89.99,1,89.99,LATAM,C48781
2025-01-03,Beauty Kit,Beauty,34.99,1,34.99,Oceania,C44453
2025-01-03,Widget Pro,Electronics,29.99,1,29.99,Asia,C92885
2025-01-03,Beauty Kit,Beauty,34.99,1,34.99,Asia,C26913
2025-01-03,Book Bundle,Books,19.99,2,39.98,North America,C12459
2025-01-03,Gadget X,Electronics,49.99,1,49.99,North America,C12991
2025-01-03,Gadget X,Electronics,49.99,2,99.98,Europe,C50732
2025-01-03,Sport Gear,Sports,59.99,4,239.96,Europe,C32772
2025-01-04,Home Set,Home & Garden,89.99,1,89.99,Asia,C83717
2025-01-04,Book Bundle,Books,19.99,2,39.98,Asia,C78853
2025-01-04,Sport Gear,Sports,59.99,2,119.98,Asia,C96872
2025-01-04,Sport Gear,Sports,59.99,2,119.98,Asia,C49487
2025-01-04,Gadget X,Electronics,49.99,2,99.98,Europe,C96743
