date,product_name,category,unit_price,quantity,total,region,customer_id
2025-01-01,Home Set,Home & Garden,89.99,1,89.99,LATAM,C28619
2025-01-01,Book Bundle,Books,19.99,2,39.98,LATAM,C87370
2025-01-01,Home Set,Home & Garden,89.99,2,179.98,Europe,C45849
2025-01-01,Beauty Kit,Beauty,34.99,2,69.98,Asia,C97863
2025-01-01,Widget Pro,Electronics,29.99,2,59.98,Oceania,C63628
2025-01-01,Beauty Kit,Beauty,34.99,3,104.97,Asia,C29788
2025-01-01,Home Set,Home & Garden,89.99,5,449.95,Oceania,C35265
2025-01-01,Book Bundle,Books,19.99,1,19.99,Europe,C17147
2025-01-01,Sport Gear,Sports,59.99,3,179.97,Oceania,C29504
2025-01-01,Widget Pro,Electronics,29.99,4,119.96,Asia,C17385
2025-01-01,Beauty Kit,Beauty,34.99,1,34.99,Oceania,C26593
2025-01-01,Sport Gear,Sports,59.99,1,59.99,Oceania,C43265
2025-01-01,Home Set,Home & Garden,89.99,3,269.97,LATAM,C28493
2025-01-01,Book Bundle,Books,19.99,2,39.98,North America,C28653
2025-01-01,Gadget X,Electronics,49.99,1,49.99,LATAM,C14122
2025-01-01,Beauty Kit,Beauty,34.99,1,34.99,Europe,C69266
2025-01-01,Gadget X,Electronics,49.99,2,99.98,Europe,C74392
2025-01-01,Gadget X,Electronics,49.99,1,49.99,Europe,C64693
2025-01-02,Beauty Kit,Beauty,34.99,3,104.97,Oceania,C80811
2025-01-02,Beauty Kit,Beauty,34.99,2,69.98,LATAM,C32171
2025-01-02,Book Bundle,Books,19.99,2,39.98,LATAM,C65702
2025-01-02,Gadget X,Electronics,49.99,1,49.99,Europe,C34975
2025-01-02,Gadget X,Electronics,49.99,2,99.98,LATAM,C37040
2025-01-02,Gadget X,Electronics,49.99,1,49.99,LATAM,C64462
2025-01-02,Sport Gear,Sports,59.99,1,59.99,North America,C67578
2025-01-02,Book Bundle,Books,19.99,2,39.98,Asia,C36337
2025-01-02,Sport Gear,Sports,59.99,3,179.97,LATAM,C21234
2025-01-02,Widget Pro,Electronics,29.99,5,149.95,Oceania,C99751
2025-01-02,Gadget X,Electronics,49.99,1,49.99,LATAM,C48263
2025-01-02,Sport Gear,Sports,59.99,2,119.98,North America,C61563
2025-01-02,Gadget X,Electronics,49.99,1,49.99,North America,C66635
2025-01-02,Widget Pro,Electronics,29.99,2,59.98,Europe,C64490
2025-01-02,Home Set,Home & Garden,89.99,2,179.98,Asia,C41367
2025-01-03,Home Set,Home & Garden,89.99,1,89.99,Oceania,C65471
2025-01-03,Book Bundle,Books,19.99,2,39.98,Oceania,C47977
2025-01-03,Sport Gear,Sports,59.99,2,119.98,Europe,C21416
2025-01-03,Home Set,Home & Garden,89.99,2,179.98,Oceania,C81642
2025-01-03,Widget Pro,Electronics,29.99,4,119.96,Asia,C82721
2025-01-03,Beauty Kit,Beauty,34.99,1,34.99,Oceania,C68942
2025-01-03,Beauty Kit,Beauty,34.99,1,34.99,LATAM,C84752
2025-01-03,Book Bundle,Books,19.99,1,19.99,Europe,C57059
