date,product_name,category,unit_price,quantity,total,region,customer_id
2025-01-01,Widget Pro,Electronics,29.99,1,29.99,Oceania,C63526
2025-01-01,Gadget X,Electronics,49.99,2,99.98,Asia,C64902
2025-01-01,Gadget X,Electronics,49.99,2,99.98,Oceania,C77959
2025-01-01,Beauty Kit,Beauty,34.99,2,69.98,LATAM,C69441
2025-01-01,Home Set,Home & Garden,89.99,1,89.99,Oceania,C42583
2025-01-01,Sport Gear,Sports,59.99,1,59.99,Asia,C54484
2025-01-01,Book Bundle,Books,19.99,2,39.98,LATAM,C78489
2025-01-01,Book Bundle,Books,19.99,2,39.98,Europe,C27267
2025-01-01,Gadget X,Electronics,49.99,1,49.99,LATAM,C22625
2025-01-01,Sport Gear,Sports,59.99,1,59.99,Oceania,C94249
2025-01-01,Book Bundle,Books,19.99,1,19.99,Oceania,C12156
2025-01-01,Sport Gear,Sports,59.99,3,179.97,North America,C42462
2025-01-01,Beauty Kit,Beauty,34.99,2,69.98,Oceania,C77461
2025-01-01,Gadget X,Electronics,49.99,2,99.98,Europe,C95245
2025-01-01,Sport Gear,Sports,59.99,3,179.97,North America,C33485
2025-01-01,Home Set,Home & Garden,89.99,1,89.99,Oceania,C56973
2025-01-01,Gadget X,Electronics,49.99,1,49.99,North America,C73958
2025-01-02,Widget Pro,Electronics,29.99,2,59.98,Oceania,C51180
2025-01-02,Sport Gear,Sports,59.99,2,119.98,LATAM,C58673
2025-01-02,Home Set,Home & Garden,89.99,2,179.98,LATAM,C57829
2025-01-02,Widget Pro,Electronics,29.99,1,29.99,Oceania,C76658
2025-01-02,Beauty Kit,Beauty,34.99,1,34.99,LATAM,C66978
2025-01-02,Gadget X,Electronics,49.99,3,149.97,Europe,C51999
2025-01-02,Gadget X,Electronics,49.99,1,49.99,LATAM,C69772
2025-01-02,Beauty Kit,Beauty,34.99,1,34.99,Oceania,C44688
2025-01-02,Gadget X,Electronics,49.99,3,149.97,Oceania,C42236
2025-01-02,Sport Gear,Sports,59.99,3,179.97,Oceania,C39748
2025-01-02,Sport Gear,Sports,59.99,1,59.99,North America,C99608
2025-01-02,Sport Gear,Sports,59.99,1,59.99,Oceania,C12076
2025-01-02,Gadget X,Electronics,49.99,1,49.99,LATAM,C13636
2025-01-02,Book Bundle,Books,19.99,4,79.96,Oceania,C62346
2025-01-02,Sport Gear,Sports,59.99,2,119.98,Oceania,C90819
2025-01-02,Book Bundle,Books,19.99,3,59.97,Oceania,C28547
2025-01-02,Book Bundle,Books,19.99,1,19.99,North America,C42879
2025-01-02,Widget Pro,Electronics,29.99,1,29.99,Europe,C73998
2025-01-02,Home Set,Home & Garden,89.99,3,269.97,Oceania,C53566
2025-01-02,Beauty Kit,Beauty,34.99,1,34.99,LATAM,C50286
2025-01-02,Widget Pro,Electronics,29.99,3,89.97,Europe,C65056
2025-01-02,Beauty Kit,Beauty,34.99,2,69.98,Asia,C13946
2025-01-03,Sport Gear,Sports,59.99,1,59.99,North America,C32437
2025-01-03,Sport Gear,Sports,59.99,1,59.99,North America,C94097
2025-01-03,Sport Gear,Sports,59.99,1,59.99,Asia,C49887
2025-01-03,Beauty Kit,Beauty,34.99,2,69.98,Europe,C30978
2025-01-03,Widget Pro,Electronics,29.99,2,59.98,LATAM,C86055
2025-01-03,Gadget X,Electronics,49.99,1,49.99,Europe,C26310
2025-01-03,Sport Gear,Sports,59.99,1,59.99,Asia,C53559
2025-01-03,Sport Gear,Sports,59.99,2,119.98,Europe,C93493
2025-01-03,Home Set,Home & Garden,89.99,1,89.99,Europe,C67218
2025-01-03,Gadget X,Electronics,49.99,2,99.98,North America,C95272
2025-01-03,Gadget X,Electronics,49.99,2,99.98,Asia,C51691
2025-01-03,Widget Pro,Electronics,29.99,2,59.98,LATAM,C73475
2025-01-03,Home Set,Home & Garden,89.99,1,89.99,Asia,C65980
2025-01-03,Widget Pro,Electronics,29.99,1,29.99,LATAM,C46528
2025-01-03,Book Bundle,Books,19.99,2,39.98,LATAM,C29905
2025-01-04,Home Set,Home & Garden,89.99,1,89.99,Oceania,C13242
2025-01-04,Gadget X,Electronics,49.99,1,49.99,Asia,C82892
2025-01-04,Gadget X,Electronics,49.99,5,249.95,Oceania,C27789
2025-01-04,Home Set,Home & Garden,89.99,1,89.99,LATAM,C56892
2025-01-04,Sport Gear,Sports,59.99,1,59.99,Oceania,C62364
2025-01-04,Beauty Kit,Beauty,34.99,1,34.99,Europe,C87492
2025-01-04,Sport Gear,Sports,59.99,2,119.98,Asia,C93200
2025-01-04,Book Bundle,Books,19.99,1,19.99,Asia,C69924
2025-01-04,Beauty Kit,Beauty,34.99,1,34.99,Europe,C22932
2025-01-04,Book Bundle,Books,19.99,1,19.99,LATAM,C42907
2025-01-04,Widget Pro,Electronics,29.99,2,59.98,Asia,C24361
2025-01-04,Sport Gear,Sports,59.99,1,59.99,LATAM,C79928
2025-01-04,Home Set,Home & Garden,89.99,1,89.99,North America,C68703
2025-01-04,Beauty Kit,Beauty,34.99,5,174.95,Oceania,C65325
2025-01-04,Sport Gear,Sports,59.99,2,119.98,Europe,C63820
2025-01-04,Book Bundle,Books,19.99,3,59.97,North America,C68610
2025-01-04,Widget Pro,Electronics,29.99,1,29.99,Europe,C44887
2025-01-04,Home Set,Home & Garden,89.99,1,89.99,Asia,C38240
2025-01-04,Beauty Kit,Beauty,34.99,3,104.97,Oceania,C32876
2025-01-04,Widget Pro,Electronics,29.99,1,29.99,Asia,C49671
