date,product_name,category,unit_price,quantity,total,region,customer_id
2025-01-01,Book Bundle,Books,19.99,2,39.98,North America,C13074
2025-01-01,Gadget X,Electronics,49.99,1,49.99,LATAM,C53935
2025-01-01,Widget Pro,Electronics,29.99,1,29.99,Europe,C68640
2025-01-01,Book Bundle,Books,19.99,1,19.99,Oceania,C79415
2025-01-01,Sport Gear,Sports,59.99,2,119.98,Europe,C93242
2025-01-01,Home Set,Home & Garden,89.99,2,179.98,Oceania,C93758
2025-01-01,Book Bundle,Books,19.99,1,19.99,Europe,C94916
2025-01-01,Gadget X,Electronics,49.99,2,99.98,North America,C54457
2025-01-01,Book Bundle,Books,19.99,1,19.99,LATAM,C86132
2025-01-01,Widget Pro,Electronics,29.99,1,29.99,Asia,C41117
2025-01-01,Widget Pro,Electronics,29.99,1,29.99,LATAM,C89245
2025-01-01,Sport Gear,Sports,59.99,1,59.99,LATAM,C62518
2025-01-01,Gadget X,Electronics,49.99,4,199.96,LATAM,C37792
2025-01-01,Sport Gear,Sports,59.99,1,59.99,Oceania,C17921
2025-01-01,Widget Pro,Electronics,29.99,1,29.99,North America,C73258
2025-01-01,Beauty Kit,Beauty,34.99,1,34.99,Asia,C48123
2025-01-01,Home Set,Home & Garden,89.99,1,89.99,Oceania,C48496
2025-01-01,Widget Pro,Electronics,29.99,2,59.98,LATAM,C79267
2025-01-01,Home Set,Home & Garden,89.99,4,359.96,Asia,C95666
2025-01-01,Gadget X,Electronics,49.99,2,99.98,Asia,C70951
2025-01-01,Beauty Kit,Beauty,34.99,1,34.99,Oceania,C66472
2025-01-01,Widget Pro,Electronics,29.99,1,29.99,North America,C48664
2025-01-02,Book Bundle,Books,19.99,3,59.97,Europe,C83006
2025-01-02,Home Set,Home & Garden,89.99,1,89.99,North America,C34397
2025-01-02,Book Bundle,Books,19.99,4,79.96,LATAM,C62629
2025-01-02,Widget Pro,Electronics,29.99,2,59.98,Asia,C42781
2025-01-02,Sport Gear,Sports,59.99,4,239.96,Asia,C66559
2025-01-02,Sport Gear,Sports,59.99,1,59.99,North America,C47872
2025-01-02,Book Bundle,Books,19.99,1,19.99,Europe,C29476
2025-01-02,Widget Pro,Electronics,29.99,1,29.99,Oceania,C24565
2025-01-02,Home Set,Home & Garden,89.99,1,89.99,Europe,C94095
2025-01-02,Book Bundle,Books,19.99,2,39.98,Oceania,C22391
2025-01-02,Beauty Kit,Beauty,34.99,3,104.97,Europe,C48632
2025-01-02,Gadget X,Electronics,49.99,2,99.98,Asia,C43440
2025-01-02,Home Set,Home & Garden,89.99,1,89.99,Europe,C47624
2025-01-02,Home Set,Home & Garden,89.99,2,179.98,Oceania,C51984
2025-01-02,Home Set,Home & Garden,89.99,2,179.98,North America,C83108
2025-01-02,Home Set,Home & Garden,89.99,1,89.99,North America,C59289
2025-01-02,Book Bundle,Books,19.99,1,19.99,Europe,C21798
